[Tue Mar 11 21:25:45.122507 2025] [authz_core:debug] [pid 13780:tid 2972] mod_authz_core.c(843): [client 127.0.0.1:49755] AH01628: authorization result: granted (no directives)
[Tue Mar 11 21:26:12.641260 2025] [authz_core:debug] [pid 13780:tid 2948] mod_authz_core.c(843): [client 127.0.0.1:49756] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/
[Thu Mar 13 20:58:07.821813 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date
[Thu Mar 13 20:58:10.107700 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&due_from=&due_to=&sort_by=due_date
[Thu Mar 13 20:58:14.956581 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64674] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=&due_to=&sort_by=due_date
[Thu Mar 13 21:17:52.902901 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64831] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=&due_to=&sort_by=due_date
[Thu Mar 13 21:21:58.812037 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64859] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&due_from=&due_to=&sort_by=due_date
[Thu Mar 13 21:22:04.645759 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64860] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:22:27.554847 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64863] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:22:53.741501 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:22:56.799512 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:22:57.698406 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:23:02.917201 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:23:03.808583 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-13&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:23:04.782872 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64870] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-13&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:23:15.461978 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64873] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-13&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:23:23.713199 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64888] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:23:28.658431 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64888] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:25:50.961580 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64911] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:25:53.441003 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64911] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:25:57.950911 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64911] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 21:26:26.961686 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64912] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:26:31.386612 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64912] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:27:38.329637 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64940] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:27:44.635169 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64941] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 21:28:06.416655 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:64946] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:28:11.898739 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64948] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-13&sort_by=deadline
[Thu Mar 13 21:28:14.806678 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64948] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:28:18.045963 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64948] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-13&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:28:20.742823 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:64948] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-14&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:23.001549 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:26.309056 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=low&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:28.948623 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=medium&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:32.870007 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=high&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:35.245298 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=to-do&priority=high&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:37.486188 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65017] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=in-progress&priority=high&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:43.315509 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65019] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=done&priority=high&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=deadline
[Thu Mar 13 21:32:45.550181 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65019] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=done&priority=high&deadline_from=2025-03-15&deadline_to=2025-03-20&sort_by=priority
[Thu Mar 13 21:32:49.480243 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65019] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:32:57.248789 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65031] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=&sort_by=priority
[Thu Mar 13 21:34:01.472679 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65045] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 21:37:48.072827 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65072] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:37:54.456221 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65073] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:37:57.208939 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65073] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:01.240210 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65073] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:04.539146 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65073] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:06.942476 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65073] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&
[Thu Mar 13 21:38:12.518594 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65077] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=&deadline_to=&sort_by=deadline
[Thu Mar 13 21:38:20.197190 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65088] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:22.331961 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65088] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:30.027588 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65093] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:36.492097 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65099] AH01628: authorization result: granted (no directives)
[Thu Mar 13 21:38:44.717701 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65102] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=&deadline_from=2025-03-20&
[Thu Mar 13 21:38:50.916044 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65106] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=medium&deadline_from=2025-03-20&deadline_to=&sort_by=deadline
[Thu Mar 13 21:39:11.860284 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65108] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks?status=&priority=medium&deadline_from=2025-03-20&deadline_to=&sort_by=deadline
[Thu Mar 13 21:39:16.595785 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65108] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:39:18.746775 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65108] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:40:04.917596 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65111] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/1/edit
[Thu Mar 13 21:40:05.115273 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65111] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/1/edit
[Thu Mar 13 21:42:21.450096 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65139] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:42:30.289706 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65140] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:42:30.481699 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65143] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:49:49.787023 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65180] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks
[Thu Mar 13 21:49:57.847123 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65181] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:35.635348 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65185] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:35.832061 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65185] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:49.015247 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:49.179880 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:51.762913 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:51.910028 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:52.882285 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:52.987082 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65197] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:54.041853 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65197] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:54.154393 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:57.962033 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65191] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:58.148472 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65197] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:50:58.445707 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65197] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:12.935773 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65241] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:13.147778 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65242] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:15.324175 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65242] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:24.288961 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65252] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:24.413921 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65254] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:25.756078 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65254] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:25.949984 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65252] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:26.809930 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65252] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:54:26.925107 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65254] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:55:44.618018 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65325] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:55:52.568906 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65326] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:35.111767 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65337] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:35.772375 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65337] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:43.920365 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65351] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:44.139552 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65355] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:47.059345 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65355] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:56:47.194123 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65351] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:57:56.081379 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65370] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:58:34.225838 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65371] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:58:34.629014 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65371] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:08.533528 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65379] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:09.178839 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65379] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:22.847998 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65382] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:23.388624 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65382] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:49.595008 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65388] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:50.101891 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65388] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:54.763706 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65388] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 21:59:54.947573 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65391] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:00.199840 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65398] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:00.421120 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65400] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:01.973761 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65400] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:02.124907 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65398] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:02.974296 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65398] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:03.072043 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65400] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:12.732654 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65415] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:12.859889 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65415] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:13.272392 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65415] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:19.707861 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65417] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:19.852444 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65425] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:20.168811 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65425] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:47.620342 2025] [authz_core:debug] [pid 16096:tid 3012] mod_authz_core.c(843): [client 127.0.0.1:65446] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:47.822483 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65447] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:00:48.391873 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65447] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
[Thu Mar 13 22:01:21.722516 2025] [authz_core:debug] [pid 16096:tid 3008] mod_authz_core.c(843): [client 127.0.0.1:65462] AH01628: authorization result: granted (no directives), referer: http://to-do-list.loc/tasks/create
